符合,符合,fúhé,conform
幅度,幅度,fúdù,range
辅导,輔導,fǔdǎo,tutor
腐朽,腐朽,fǔxiǔ,rotten
覆盖,覆蓋,fùgài,cover
概述,概述,gàishù,summarize
赶紧,趕緊,gǎnjǐn,hurry
干涉,干涉,gānshè,interfere
纲领,綱領,gānglǐng,program
港口,港口,gǎngkǒu,port
高峰,高峰,gāofēng,peak
搞,搞,gǎo,do
哥哥,哥哥,gēge,elder brother
割,割,gē,cut
革命,革命,gémìng,revolution
隔离,隔離,gélí,isolate
格式,格式,géshì,format
个体,個體,gètǐ,individual
工艺,工藝,gōngyì,craft
攻击,攻擊,gōngjī,attack
勾,勾,gōu,hook
构思,構思,gòusī,conceive
孤独,孤獨,gūdú,lonely
古典,古典,gǔdiǎn,classical
股份,股份,gǔfèn,shares
股票,股票,gǔpiào,stock
骨头,骨頭,gǔtou,bone
刮,刮,guā,scrape
挂钩,掛鉤,guàgōu,link
乖,乖,guāi,well-behaved
拐弯,拐彎,guǎiwān,turn
关怀,關懷,guānhuái,care for
观测,觀測,guāncè,observe
惯例,慣例,guànlì,convention
灌溉,灌溉,guàngài,irrigate
光辉,光輝,guānghuī,brilliant
光临,光臨,guānglín,presence
广泛,廣泛,guǎngfàn,extensive
归根到底,歸根到底,guīgēndàodǐ,in the final analysis
规范,規範,guīfàn,standard
柜子,櫃子,guìzi,cabinet
滚,滾,gǔn,roll
锅,鍋,guō,pot
国庆,國慶,guóqìng,National Day
过渡,過渡,guòdù,transition
过滤,過濾,guòlǜ,filter
海拔,海拔,hǎibá,altitude
海岸,海岸,hǎi'àn,coast
含糊,含糊,hánhu,vague
罕见,罕見,hǎnjiàn,rare
航空,航空,hángkōng,aviation
豪华,豪華,háohuá,luxurious
合并,合併,hébìng,merge
合同,合同,hétong,contract
核心,核心,héxīn,core
恨不得,恨不得,hènbude,really want to
横,橫,héng,horizontal
哄,哄,hǒng,coax
后台,後台,hòutái,backstage
呼啸,呼嘯,hūxiào,whistle
忽视,忽視,hūshì,ignore
花朵,花朵,huāduǒ,flower
划算,劃算,huásuàn,worthwhile
化学,化學,huàxué,chemistry
怀抱,懷抱,huáibào,embrace
缓慢,緩慢,huǎnmàn,slow
幻想,幻想,huànxiǎng,fantasy
荒谬,荒謬,huāngmiù,absurd
慌忙,慌忙,huāngmáng,hurried
恢复,恢復,huīfù,restore
挥霍,揮霍,huīhuò,squander
汇报,匯報,huìbào,report
混合,混合,hùnhé,mix
混乱,混亂,hùnluàn,chaos
活该,活該,huógāi,serve right
货币,貨幣,huòbì,currency
积累,積累,jīlěi,accumulate
激发,激發,jīfā,stimulate
吉祥,吉祥,jíxiáng,auspicious
极端,極端,jíduān,extreme
集体,集體,jítǐ,collective
夹,夾,jiā,clip
家庭,家庭,jiātíng,family
假如,假如,jiǎrú,if
坚固,堅固,jiāngù,solid
坚决,堅決,jiānjué,resolute
艰苦,艱苦,jiānkǔ,hard
监督,監督,jiāndū,supervise
兼并,兼併,jiānbìng,merge
简陋,簡陋,jiǎnlòu,simple
建筑,建築,jiànzhù,architecture
键,鍵,jiàn,key
健全,健全,jiànquán,sound
讲究,講究,jiǎngjiu,particular
交代,交代,jiāodài,explain
焦点,焦點,jiāodiǎn,focus
脚,腳,jiǎo,foot
接连,接連,jiēlián,consecutively
结实,結實,jiēshi,solid
解雇,解僱,jiěgù,fire
戒指,戒指,jièzhǐ,ring
借助,借助,jièzhù,with help of
津贴,津貼,jīntiē,allowance
紧缺,緊缺,jǐnquē,in short supply
尽管,儘管,jǐnguǎn,although
进展,進展,jìnzhǎn,progress
经商,經商,jīngshāng,do business
精确,精確,jīngquè,precise
竞赛,競賽,jìngsài,competition
镜头,鏡頭,jìngtóu,lens
究竟,究竟,jiūjìng,after all
酒,酒,jiǔ,wine
救,救,jiù,save
举措,舉措,jǔcuò,measure
巨大,巨大,jùdà,huge
据,據,jù,according to
聚集,聚集,jùjí,gather
捐,捐,juān,donate
决策,決策,juécè,decision
绝对,絕對,juéduì,absolute
军队,軍隊,jūnduì,army
开采,開採,kāicǎi,exploit
开除,開除,kāichú,expel
开幕,開幕,kāimù,opening
开辟,開闢,kāipì,open up
看待,看待,kàndài,regard
靠拢,靠攏,kàolǒng,move closer
克,克,kè,gram
刻苦,刻苦,kèkǔ,hardworking
可观,可觀,kěguān,considerable
可行,可行,kěxíng,feasible
课程,課程,kèchéng,course
肯定,肯定,kěndìng,definitely
空虚,空虛,kōngxū,empty
控制,控制,kòngzhì,control
扣,扣,kòu,button
夸大,誇大,kuādà,exaggerate
会计,會計,kuàijì,accounting
宽敞,寬敞,kuānchang,spacious
昆虫,昆蟲,kūnchóng,insect
困扰,困擾,kùnrǎo,trouble
拉,拉,lā,pull
垃圾,垃圾,lājī,garbage
来历,來歷,láilì,origin
拦截,攔截,lánjié,intercept
懒惰,懶惰,lǎnduò,lazy
狼,狼,láng,wolf
劳累,勞累,láolèi,tired
牢固,牢固,láogù,firm
老板,老闆,lǎobǎn,boss
乐趣,樂趣,lèqù,pleasure
类似,類似,lèisì,similar
冷静,冷靜,lěngjìng,calm
离婚,離婚,líhūn,divorce
理睬,理睬,lǐcǎi,pay attention to
理论,理論,lǐlùn,theory
历代,歷代,lìdài,successive dynasties
立场,立場,lìchǎng,position
立方,立方,lìfāng,cubic
利润,利潤,lìrùn,profit
利息,利息,lìxī,interest
连续,連續,liánxù,continuous
廉洁,廉潔,liánjié,honest
联合,聯合,liánhé,unite
联系,聯系,liánxì,contact
恋爱,戀愛,liàn'ài,love
链,鏈,liàn,chain
良心,良心,liángxīn,conscience
亮,亮,liàng,bright
辽阔,遼闊,liáokuò,vast
了不起,了不起,liǎobuqǐ,amazing
裂,裂,liè,crack
临床,臨床,línchuáng,clinical
灵魂,靈魂,línghún,soul
领袖,領袖,lǐngxiù,leader
流传,流傳,liúchuán,spread
流露,流露,liúlù,reveal
龙,龍,lóng,dragon
垄断,壟斷,lǒngduàn,monopoly
楼房,樓房,lóufáng,building
陆地,陸地,lùdì,land
录像,錄像,lùxiàng,video
伦理,倫理,lúnlǐ,ethics
轮胎,輪胎,lúntāi,tire
论文,論文,lùnwén,thesis
落实,落實,luòshí,implement
麻烦,麻煩,máfan,trouble
埋怨,埋怨,mányuàn,complain
买卖,買賣,mǎimài,business
脉搏,脈搏,màibó,pulse
馒头,饅頭,mántou,steamed bread
满足,滿足,mǎnzú,satisfy
漫长,漫長,màncháng,very long
忙碌,忙碌,mánglù,busy
茫然,茫然,mángrán,at a loss
冒充,冒充,màochōng,impersonate
贸易,貿易,màoyì,trade
美观,美觀,měiguān,beautiful
魅力,魅力,mèilì,charm
蒙,蒙,méng,cover
盟友,盟友,méngyǒu,ally
密度,密度,mìdù,density
密切,密切,mìqiè,close
秘密,秘密,mìmì,secret
勉强,勉強,miǎnqiáng,reluctant
面临,面臨,miànlín,face
苗条,苗條,miáotiao,slim
描绘,描繪,miáohuì,describe
藐视,藐視,miǎoshì,despise
敏锐,敏銳,mǐnruì,keen
民主,民主,mínzhǔ,democracy
明确,明確,míngquè,clear
命题,命題,mìngtí,proposition
摸索,摸索,mōsuō,grope
模式,模式,móshì,pattern
陌生,陌生,mòshēng,strange
默认,默認,mòrèn,default
目睹,目睹,mùdǔ,witness
牧民,牧民,mùmín,herdsman
拿手,拿手,náshǒu,expert
耐用,耐用,nàiyòng,durable
南方,南方,nánfāng,south
难堪,難堪,nánkān,embarrassed
内在,內在,nèizài,internal
能源,能源,néngyuán,energy
逆,逆,nì,contrary
年度,年度,niándù,annual
凝固,凝固,nínggù,solidify
牛,牛,niú,cow
扭转,扭轉,niǔzhuǎn,reverse
农业,農業,nóngyè,agriculture
努力,努力,nǔlì,effort
虐待,虐待,nüèdài,abuse
排斥,排斥,páichì,exclude
盘旋,盤旋,pánxuán,circle
叛逆,叛逆,pànnì,rebel
培育,培育,péiyù,cultivate
配套,配套,pèitào,supporting
碰撞,碰撞,pèngzhuàng,collision
批发,批發,pīfā,wholesale
疲倦,疲倦,píjuàn,tired
偏差,偏差,piānchā,deviation
飘扬,飄揚,piāoyáng,flutter
贫困,貧困,pínkùn,poor
平衡,平衡,pínghéng,balance
平凡,平凡,píngfán,ordinary
评估,評估,pínggū,evaluate
迫害,迫害,pòhài,persecute
扑,扑,pū,pounce
朴素,樸素,pǔsù,simple
期望,期望,qīwàng,expect
欺骗,欺騙,qīpiàn,deceive
启蒙,啟蒙,qǐméng,enlighten
气概,氣概,qìgài,spirit
气质,氣質,qìzhì,temperament
签订,簽訂,qiāndìng,sign
谦让,謙讓,qiānràng,modest
前景,前景,qiánjǐng,prospect
潜力,潛力,qiánlì,potential
强制,強制,qiángzhì,compulsory
抢救,搶救,qiǎngjiù,rescue
悄悄,悄悄,qiāoqiāo,quietly
切实,切實,qièshí,practical
亲密,親密,qīnmì,intimate
勤奋,勤奮,qínfèn,diligent
青春,青春,qīngchūn,youth
倾向,傾向,qīngxiàng,tendency
清晰,清晰,qīngxī,clear
情报,情報,qíngbào,intelligence
情形,情形,qíngxíng,situation
请教,請教,qǐngjiào,ask for advice
区域,區域,qūyù,region
取得,取得,qǔdé,obtain
权威,權威,quánwēi,authority
缺陷,缺陷,quēxiàn,defect
群体,群體,qúntǐ,group
燃烧,燃燒,ránshāo,burn
扰乱,擾亂,rǎoluàn,disturb
热门,熱門,rèmén,popular
人格,人格,réngé,personality
人工,人工,réngōng,artificial
人际,人際,rénjì,interpersonal
人性,人性,rénxìng,human nature
忍受,忍受,rěnshòu,endure
日程,日程,rìchéng,schedule
融化,融化,rónghuà,melt
如此,如此,rúcǐ,so
软弱,軟弱,ruǎnruò,weak
散发,散發,sànfā,emit
色彩,色彩,sècǎi,color
杀害,殺害,shāhài,kill
筛选,篩選,shāixuǎn,screen
闪闪,閃閃,shǎnshǎn,glittering
善于,善於,shànyú,good at
商讨,商討,shāngtǎo,discuss
伤害,傷害,shānghài,harm
上级,上級,shàngjí,superior
设想,設想,shèxiǎng,imagine
社交,社交,shèjiāo,social
射击,射擊,shèjī,shoot
伸展,伸展,shēnzhǎn,extend
深奥,深奧,shēn'ào,profound
神秘,神秘,shénmì,mysterious
生存,生存,shēngcún,survive
声明,聲明,shēngmíng,statement
胜利,勝利,shènglì,victory
失踪,失蹤,shīzōng,missing
师范,師範,shīfàn,normal school
时髦,時髦,shímáo,fashionable
识别,識別,shíbié,identify
实施,實施,shíshī,implement
实质,實質,shízhì,essence
使命,使命,shǐmìng,mission
世俗,世俗,shìsú,secular
事业,事業,shìyè,career
试验,試驗,shìyàn,experiment
收缩,收縮,shōusuō,shrink
手段,手段,shǒuduàn,means
寿命,壽命,shòumìng,life span
受害,受害,shòuhài,victim
输出,輸出,shūchū,output
束缚,束縛,shùfù,bind
数据,數據,shùjù,data
衰老,衰老,shuāilǎo,aging
税收,稅收,shuìshōu,tax revenue
说服,說服,shuōfú,persuade
硕士,碩士,shuòshì,master
思维,思維,sīwéi,thinking
私自,私自,sīzì,privately
似乎,似乎,sìhū,seem
饲养,飼養,sìyǎng,raise
松,松,sōng,loose
搜查,搜查,sōuchá,search
俗话,俗話,súhuà,saying
塑料,塑料,sùliào,plastic
酸,酸,suān,sour
随意,隨意,suíyì,casual
损害,損害,sǔnhài,damage
缩小,縮小,suōxiǎo,reduce
所谓,所謂,suǒwèi,so-called
台风,颱風,táifēng,typhoon
泰国,泰國,tàiguó,Thailand
贪婪,貪婪,tānlán,greedy
探索,探索,tànsuǒ,explore
逃避,逃避,táobì,escape
淘汰,淘汰,táotài,eliminate
特征,特徵,tèzhēng,feature
疼痛,疼痛,téngtòng,pain
体现,體現,tǐxiàn,embody
体制,體制,tǐzhì,system
天才,天才,tiāncái,genius
田野,田野,tiányě,field
挑剔,挑剔,tiāotì,picky
调解,調解,tiáojiě,mediate
听从,聽從,tīngcóng,obey
通货膨胀,通貨膨脹,tōnghuòpéngzhàng,inflation
统计,統計,tǒngjì,statistics
偷窃,偷竊,tōuqiè,steal
突破,突破,tūpò,breakthrough
土壤,土壤,tǔrǎng,soil
团结,團結,tuánjié,unite
推广,推廣,tuīguǎng,promote
退步,退步,tuìbù,regress
脱离,脫離,tuōlí,break away from
妥协,妥協,tuǒxié,compromise
挖掘,挖掘,wājué,excavate
歪,歪,wāi,crooked
外观,外觀,wàiguān,appearance
玩意儿,玩意兒,wányìr,thing
顽固,頑固,wángù,stubborn
往常,往常,wǎngcháng,usual
微妙,微妙,wēimiào,subtle
威胁,威脅,wēixié,threaten
维持,維持,wéichí,maintain
违背,違背,wéibèi,violate
围绕,圍繞,wéirào,around
伟大,偉大,wěidà,great
委屈,委屈,wěiqu,wronged
慰问,慰問,wèiwèn,console
文献,文獻,wénxiàn,literature
稳定,穩定,wěndìng,stable
污染,污染,wūrǎn,pollution
无奈,無奈,wúnài,helpless
武装,武裝,wǔzhuāng,armed
物质,物質,wùzhì,matter
误解,誤解,wùjiě,misunderstand
西方,西方,xīfāng,west
吸取,吸取,xīqǔ,absorb
系列,系列,xìliè,series
细致,細致,xìzhì,careful
瞎,瞎,xiā,blind
下属,下屬,xiàshǔ,subordinate
鲜明,鮮明,xiānmíng,distinct
显示,顯示,xiǎnshì,show
现代,現代,xiàndài,modern
陷入,陷入,xiànrù,fall into
香,香,xiāng,fragrant
响应,響應,xiǎngyìng,respond
象征,象徵,xiàngzhēng,symbol
消除,消除,xiāochú,eliminate
销售,銷售,xiāoshòu,sell
效益,效益,xiàoyì,benefit
协调,協調,xiétiáo,coordinate
心理,心理,xīnlǐ,psychology
信号,信號,xìnhào,signal
兴旺,興旺,xīngwàng,prosperous
行政,行政,xíngzhèng,administration
性能,性能,xìngnéng,performance
雄伟,雄偉,xióngwěi,magnificent
修养,修養,xiūyǎng,cultivation
虚假,虛假,xūjiǎ,false
宣告,宣告,xuāngào,announce
选拔,選拔,xuǎnbá,select
血管,血管,xuèguǎn,blood vessel
训练,訓練,xùnliàn,train
压迫,壓迫,yāpò,oppress
延长,延長,yáncháng,extend
严厉,嚴厲,yánlì,severe
演变,演變,yǎnbiàn,evolve
验证,驗證,yànzhèng,verify
样品,樣品,yàngpǐn,sample
要素,要素,yàosù,element
业务,業務,yèwù,business
一律,一律,yīlǜ,uniform
依赖,依賴,yīlài,depend on
遗产,遺產,yíchǎn,heritage
疑虑,疑慮,yílǜ,doubt
移民,移民,yímín,immigrant
以往,以往,yǐwǎng,past
议论,議論,yìlùn,discuss
意识,意識,yìshí,consciousness
因素,因素,yīnsù,factor
引导,引導,yǐndǎo,guide
印象,印象,yìnxiàng,impression
硬件,硬件,yìngjiàn,hardware
拥挤,擁擠,yōngjǐ,crowded
优势,優勢,yōushì,advantage
幽默,幽默,yōumò,humor
游览,遊覽,yóulǎn,tour
有机,有機,yǒujī,organic
预测,預測,yùcè,predict
语法,語法,yǔfǎ,grammar
愿望,願望,yuànwàng,wish
运转,運轉,yùnzhuǎn,operate
灾难,災難,zāinàn,disaster
载,載,zài,carry
赞助,贊助,zànzhù,sponsor
造就,造就,zàojiù,create
责怪,責怪,zéguài,blame
增添,增添,zēngtiān,add
展示,展示,zhǎnshì,display
战略,戰略,zhànlüè,strategy
掌握,掌握,zhǎngwò,master
招收,招收,zhāoshōu,recruit
真实,真實,zhēnshí,real
争取,爭取,zhēngqǔ,strive for
整体,整體,zhěngtǐ,whole
证据,證據,zhèngjù,evidence
支撑,支撐,zhīchēng,support
指挥,指揮,zhǐhuī,command
制裁,制裁,zhìcái,sanction
质疑,質疑,zhìyí,question
智能,智能,zhìnéng,intelligent
终究,終究,zhōngjiū,in the end
重视,重視,zhòngshì,attach importance to
周密,周密,zhōumì,thorough
逐渐,逐漸,zhújiàn,gradually
主观,主觀,zhǔguān,subjective
嘱咐,囑咐,zhǔfù,instruct
著名,著名,zhùmíng,famous
转化,轉化,zhuǎnhuà,transform
装备,裝備,zhuāngbèi,equipment
追赶,追趕,zhuīgǎn,catch up
咨询,咨詢,zīxún,consult
姿态,姿態,zītài,posture
综合,綜合,zōnghé,comprehensive
阻挠,阻撓,zǔnáo,obstruct
组织,組織,zǔzhī,organize
最终,最終,zuìzhōng,final
尊敬,尊敬,zūnjìng,respect
遵守,遵守,zūnshǒu,observe
作废,作廢,zuòfèi,cancel
